,order_number,reference,quantity,ship_out_date,arrival_date
629,WCI124221,R308404,0,,01.11.2021
630,WCI124221,R308404,414,,13.12.2021
631,WCI124221,R308404,414,,17.01.2022
632,WCI124221,R308404,0,,24.01.2022
633,WCI124221,R308404,414,,28.02.2022
634,WCI124221,R308404,0,,07.03.2022
635,WCI124221,R308404,414,,04.04.2022
636,WCI124221,R308404,414,,09.05.2022
637,WCI124221,R308404,0,,16.05.2022
638,WCI124221,R308404,414,,01.11.2021
639,WCI124221,R308404,414,,22.11.2021
640,WCI124221,R308404,414,,03.01.2022
641,WCI124221,R308404,414,,07.02.2022
642,WCI124221,R308404,414,,14.03.2022
643,WCI124221,R308404,414,,11.04.2022
644,WCI124221,R308404,414,,16.05.2022
645,WCI124221,R308404,0,,23.05.2022
646,WCI124221,R308404,414,,20.06.2022
647,WCI124221,R308404,414,,01.08.2022
648,WCI124221,R308404,0,,08.08.2022
649,WCI124221,R308404,414,,21.06.2021
650,WCI124221,R308404,414,,12.07.2021
651,WCI124221,R308404,414,,30.08.2021
652,WCI124221,R308404,414,,01.11.2021
653,WCI124221,R308404,414,,13.12.2021
654,WCI124221,R308404,414,,17.01.2022
655,WCI124221,R308404,414,,28.02.2022
656,WCI124221,R308404,0,,07.03.2022
657,WCI124221,R308404,414,,04.04.2022
658,WCI124221,R308404,0,,11.04.2022
659,WCI124221,R308404,414,,12.07.2021
660,WCI124221,R308404,414,,06.09.2021
661,WCI124221,R308404,414,,01.11.2021
662,WCI124221,R308404,414,,13.12.2021
663,WCI124221,R308404,414,,24.01.2022
664,WCI124221,R308404,414,,07.03.2022
665,WCI124221,R308404,414,,04.04.2022
666,WCI124221,R308404,414,,16.05.2022
